# Program:featureCounts v1.5.0-p1;
Geneid	Chr	Start	End	Strand	Length	s1	s2	s3	s4	s5	s6	s7	s8
ENSG00000239373.2	chr1	171461550	171461858	+	309	0	1	0	0	0	0	0	0
ENSG00000201126.1	chr1	171488955	171489052	-	98	0	0	0	0	0	0	0	0
ENSG00000034971.10	chr1;chr1;chr1	171604557;171607737;171621148	171605849;171607862;171621823	-;-;-	2095	1	1	0	0	0	0	1	0
ENSG00000233328.3	chr1	171639657	171640079	-	423	1	4	5	5	5	22	16	21
ENSG00000230364.1	chr1	171652268	171653578	-	1311	1	0	0	1	1	0	0	1
ENSG00000117533.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	171669300;171675507;171678805;171679854;171688311;171697664;171707489;171711050	171673674;171675558;171678884;171679954;171688361;171697710;171707603;171711387	-;-;-;-;-;-;-;-	5159	334	289	178	224	195	106	126	113
ENSG00000232261.1	chr1;chr1	171720683;171721022	171720919;171721165	-;-	381	0	0	0	0	0	0	0	0
ENSG00000271459.1	chr1	171724943	171725463	-	521	0	0	0	0	0	0	0	0
ENSG00000236741.4	chr1	171731214	171731664	+	451	0	0	0	0	0	0	1	0
ENSG00000253060.1	chr1	171737210	171737315	+	106	0	0	0	0	0	0	0	0
ENSG00000010165.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	171750788;171752880;171755019;171756875;171759592;171761157;171763534;171765622;171783015	171751260;171753639;171755220;171757070;171760065;171761375;171763667;171766857;171783163	+;+;+;+;+;+;+;+;+	3843	445	328	347	416	356	343	421	352
ENSG00000213060.4	chr1	171772657	171773079	+	423	0	0	1	0	0	0	0	0
ENSG00000252134.1	chr1	171783652	171783766	+	115	0	0	0	0	0	0	0	0
ENSG00000224600.4	chr1	171793750	171794101	-	352	0	0	0	0	0	0	0	0
ENSG00000197959.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	171810621;171890888;171939262;171956796;171958085;172001542;172002245;172007459;172011149;172013525;172017752;172037959;172050972;172061964;172062836;172100315;172102029;172222713;172277868;172292469;172348158;172356273;172357713;172376912;172387421	171810957;171890961;171939385;171956945;171958288;172001640;172002405;172007601;172011284;172013592;172017890;172038045;172051042;172062015;172062865;172100428;172102532;172222822;172280424;172292480;172348322;172356499;172358362;172381857;172387606	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11346	23	20	35	49	34	10	12	11
ENSG00000233540.1	chr1;chr1	171833327;171833539	171833433;171833827	+;+	396	1	0	0	0	0	0	0	0
ENSG00000207949.1	chr1	172107938	172108047	-	110	8	4	15	14	6	16	30	30
ENSG00000230630.1	chr1;chr1;chr1;chr1	172109461;172111276;172113505;172113794	172109736;172111353;172113577;172113934	-;-;-;-	568	17	26	21	30	11	16	25	11
ENSG00000208024.1	chr1	172113675	172113784	-	110	0	1	0	0	0	0	1	0
ENSG00000252354.1	chr1	172317283	172317357	+	75	0	0	0	0	0	0	0	0
ENSG00000206684.1	chr1	172335680	172335786	+	107	0	0	0	0	0	0	0	0
ENSG00000135845.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	172339329;172345271;172345694;172347271;172349883;172350061;172355921;172362274;172366304;172368959;172384434;172410597	172339451;172345570;172345776;172347398;172350046;172350113;172356097;172363550;172366412;172369056;172384516;172413230	-;-;-;-;-;-;-;-;-;-;-;-	5229	233	184	236	278	244	202	239	192
ENSG00000180999.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	172389828;172397934;172399432;172400220;172414213;172417581;172420181;172422033;172425555;172431318;172434439;172434747;172437589	172390046;172397970;172399475;172400427;172414298;172417671;172420257;172422329;172425629;172431385;172434503;172434821;172437971	+;+;+;+;+;+;+;+;+;+;+;+;+	1725	0	0	0	1	0	0	0	0
ENSG00000094975.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	172501489;172502317;172520652;172522400;172525009;172526420;172526784;172538159;172539187;172539803;172543031;172544658;172546679;172546904;172547438;172548342;172554158;172554998;172557900;172560124;172569204;172571204;172571836;172577453;172578956	172501941;172502637;172521292;172522510;172525163;172526557;172526934;172538282;172539653;172539936;172543138;172544763;172546699;172546959;172547529;172548407;172554226;172555088;172559066;172560211;172569308;172571358;172572345;172577942;172580971	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7835	719	704	359	720	548	178	179	172
ENSG00000251943.1	chr1	172582568	172582674	-	107	0	0	0	0	0	0	0	0
ENSG00000117560.6	chr1;chr1;chr1;chr1	172628154;172629235;172633474;172634762	172628689;172629280;172633530;172636014	+;+;+;+	1892	27	26	16	15	18	41	40	53
ENSG00000229785.1	chr1	172717700	172718642	+	943	1	0	1	0	0	0	0	0
ENSG00000224228.2	chr1;chr1;chr1;chr1;chr1	172745045;172973422;172985453;172992638;173033013	172745267;172973575;172985664;172992713;173033155	+;+;+;+;+	808	0	0	0	0	0	0	0	0
ENSG00000227177.1	chr1	172855087	172855398	-	312	0	0	0	0	0	0	0	0
ENSG00000224000.1	chr1;chr1	172876040;172876520	172876392;172876824	+;+	658	0	0	0	0	0	0	0	0
ENSG00000120337.7	chr1;chr1;chr1	173009100;173013079;173019881	173010853;173013109;173020103	-;-;-	2008	2	2	3	3	4	1	2	0
ENSG00000230849.2	chr1	173110239	173111489	-	1251	0	1	0	0	0	0	0	0
ENSG00000226375.1	chr1;chr1	173143439;173144228	173143713;173144642	-;-	690	0	1	0	1	0	0	0	0
ENSG00000117586.6	chr1;chr1;chr1;chr1	173152873;173157603;173174450;173176163	173156004;173157708;173174863;173176452	-;-;-;-	3942	55	19	21	16	19	6	11	7
ENSG00000251817.1	chr1	173250216	173250309	+	94	0	0	0	0	0	0	0	0
ENSG00000232751.1	chr1	173320828	173321143	+	316	0	0	0	0	0	0	0	0
ENSG00000231615.2	chr1	173331536	173332872	-	1337	0	1	1	0	0	3	0	1
ENSG00000203739.3	chr1;chr1;chr1;chr1	173386932;173409602;173411058;173429517	173387761;173409889;173411236;173430501	-;-;-;-	2282	10	7	17	16	11	21	18	12
ENSG00000117592.8	chr1;chr1;chr1;chr1;chr1	173446405;173450338;173454500;173455394;173456874	173446631;173451110;173454646;173455540;173457946	+;+;+;+;+	2367	1609	1301	1818	1830	1429	1934	1409	1697
ENSG00000162753.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	173469603;173472405;173474386;173475995;173478707;173486676;173490440;173493108;173493918;173495802;173499044;173502748;173503623;173504969;173506081;173516828;173517528;173523872;173526479;173540641;173542321;173545800;173550986;173552645;173556804;173565557;173567043;173569256;173570789;173571890	173470236;173472465;173474470;173476180;173478838;173486843;173490538;173493233;173494066;173495853;173499193;173502936;173503821;173505088;173506178;173516923;173517691;173523953;173526647;173540867;173542464;173545899;173551147;173552761;173556969;173565817;173567171;173569356;173570994;173572233	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4916	0	0	0	2	0	0	0	0
ENSG00000238272.1	chr1;chr1;chr1	173524390;173571911;173581763	173524457;173572370;173581911	+;+;+	677	0	0	0	0	0	0	0	0
ENSG00000183831.6	chr1;chr1;chr1;chr1;chr1;chr1	173578700;173593926;173596204;173615985;173626765;173638956	173579354;173594064;173596298;173616152;173628572;173639001	-;-;-;-;-;-	2911	2	2	1	10	1	2	0	6
ENSG00000232113.1	chr1;chr1	173604912;173605966	173604984;173606273	+;+	381	0	0	0	0	0	0	0	0
ENSG00000238430.1	chr1	173629236	173629339	-	104	0	0	0	0	0	0	0	0
ENSG00000076321.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	173684080;173684442;173685142;173702852;173720903;173722352;173725062;173726115;173735285;173743444;173744773;173751051;173754301	173684217;173684793;173685205;173703652;173721061;173722446;173725177;173726298;173735428;173743577;173744981;173751368;173755840	+;+;+;+;+;+;+;+;+;+;+;+;+	4254	233	170	132	226	175	100	108	41
ENSG00000225591.2	chr1	173710813	173711067	+	255	1	0	0	1	0	2	0	0
ENSG00000200674.1	chr1	173760686	173761025	+	340	1	0	0	0	0	1	4	0
ENSG00000120334.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1	173768688;173772101;173775577;173776405;173780258;173790947;173793700	173769657;173772643;173775714;173776656;173780444;173793611;173793858	-;-;-;-;-;-;-	4914	70	71	38	55	49	18	44	15
ENSG00000252357.1	chr1	173777627	173777760	+	134	0	0	0	0	0	0	0	0
ENSG00000117593.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	173793641;173795825;173797471;173799798;173800673;173802514;173803611;173806078;173807328;173808505;173810004;173814367;173819465;173820974;173822487;173822933;173825804;173826656	173794494;173795924;173797537;173799899;173800768;173802637;173803657;173806184;173807397;173808684;173810111;173814429;173819617;173821156;173822705;173823043;173825879;173827684	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3689	345	305	267	398	328	177	193	170
ENSG00000270084.1	chr1	173832386	173833079	+	694	8	2	4	3	3	3	3	5
ENSG00000234741.3	chr1;chr1;chr1;chr1;chr1	173833038;173834956;173836129;173837098;173837892	173834685;173835934;173836953;173837147;173838020	-;-;-;-;-	3631	929	689	1121	1227	936	920	1082	1153
ENSG00000208317.1	chr1	173834760	173834824	-	65	9	2	7	11	1	1	3	0
ENSG00000185278.10	chr1;chr1;chr1;chr1;chr1;chr1	173837220;173837493;173838063;173839335;173842605;173854774	173837393;173837543;173838258;173840286;173842781;173872687	+;+;+;+;+;+	19464	304	209	70	145	119	79	82	81
ENSG00000117601.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	173872947;173876588;173878690;173879892;173880937;173883691;173884156;173886357	173873203;173876652;173879080;173880029;173881152;173884057;173884324;173886516	-;-;-;-;-;-;-;-	1763	2	0	0	1	2	0	0	0
ENSG00000252231.1	chr1	173890208	173890338	+	131	0	0	0	0	0	0	0	0
ENSG00000135870.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	173900352;173910403;173912580;173915614;173915884;173916507;173921124;173930171;173930863;173933111;173933977;173939643;173941647;173947626;173949947;173951865;173952556;173953637;173961893;173991234	173908012;173910587;173912753;173915746;173915974;173916720;173921276;173930382;173931233;173933325;173934258;173939755;173941765;173947758;173950147;173952171;173952795;173953757;173962273;173991435	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11508	565	540	317	407	393	188	244	187
ENSG00000200755.1	chr1	173938456	173938574	-	119	0	0	0	0	0	0	0	0
ENSG00000236535.1	chr1;chr1	173978405;173984992	173978499;173985344	-;-	448	0	1	0	0	0	0	0	0
ENSG00000224977.1	chr1;chr1	173991647;173991921	173991778;173992123	+;+	335	0	0	0	0	0	0	0	1
ENSG00000225713.4	chr1	174059274	174059612	-	339	0	0	0	0	0	0	0	0
ENSG00000227373.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	174084438;174090776;174091222;174124765;174128025;174128302;174129055	174084787;174090924;174091330;174124835;174128291;174128425;174129142	-;-;-;-;-;-;-	1158	5	1	0	0	0	3	0	1
ENSG00000152061.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	174128548;174188263;174189850;174200283;174210621;174212120;174219613;174221582;174241552;174244238;174244971;174247751;174274124;174334368;174340117;174363133;174513982;174516975;174606513;174652660;174668663;174669551;174670158;174671251;174674339;174721451;174769070;174780970;174843596;174844684;174846530;174926594;174927028;174933905;174938414;174945166;174947944;174951971;174957778;174958986	174128795;174188433;174190302;174200493;174210795;174212305;174219770;174221728;174241618;174244327;174245073;174247917;174274265;174334447;174340210;174363283;174515042;174517699;174606626;174652734;174668788;174670003;174670283;174671394;174674714;174721492;174769638;174781098;174843644;174844851;174846743;174926686;174927324;174934122;174938524;174945319;174948027;174952042;174957975;174964445	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13701	678	620	470	696	567	372	354	331
ENSG00000238872.1	chr1	174169267	174169368	-	102	0	0	0	0	0	0	0	0
ENSG00000266125.1	chr1	174317403	174317493	+	91	0	0	0	0	0	0	0	0
ENSG00000237317.2	chr1	174336243	174337177	-	935	0	0	0	0	0	0	0	0
ENSG00000203737.2	chr1	174417212	174418683	+	1472	1	0	0	1	1	0	0	0
ENSG00000223828.1	chr1	174725988	174726257	-	270	0	0	0	0	0	0	0	0
ENSG00000231378.1	chr1	174818805	174819306	-	502	0	0	0	0	0	0	0	0
ENSG00000237249.1	chr1;chr1	174861554;174862184	174861839;174862292	+;+	395	0	0	0	0	0	1	0	0
ENSG00000223525.1	chr1;chr1	174866095;174866914	174866611;174867133	+;+	737	0	0	0	0	0	0	0	0
ENSG00000235869.1	chr1	174891244	174891577	-	334	0	0	0	0	0	0	0	0
ENSG00000229531.1	chr1;chr1;chr1;chr1;chr1;chr1	174904084;174904536;174907584;174914660;174917860;174923294	174904237;174904643;174907661;174915031;174918013;174923398	-;-;-;-;-;-	971	0	0	0	0	0	0	0	0
ENSG00000252552.1	chr1	174965661	174965766	+	106	0	0	0	0	0	0	0	0
ENSG00000116161.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1	174968300;174968869;174969349;174973750;174975719;174977745;174979059	174968825;174969331;174969735;174974186;174976333;174978033;174980851	+;+;+;+;+;+;+	4510	634	491	516	586	490	415	416	540
ENSG00000120333.4	chr1;chr1;chr1;chr1;chr1	174979925;174980809;174982094;174987554;174992408	174980232;174980887;174983987;174987712;174992561	-;-;-;-;-	2594	241	236	219	337	234	231	252	229
ENSG00000206659.1	chr1	174991615	174991716	-	102	0	0	0	0	0	0	0	0
ENSG00000181101.7	chr1	175013762	175014784	-	1023	0	2	1	0	0	0	1	1
ENSG00000120332.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	175036994;175046520;175048469;175049299;175052886;175054541;175063126;175066553;175067468;175086075;175087697;175092536;175096091;175097168;175097731;175104981;175105957;175113523;175116067	175037071;175046963;175048843;175049562;175053071;175054630;175063389;175066819;175067731;175086341;175087960;175092799;175096221;175097300;175097882;175105077;175106124;175113686;175117202	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5008	1	3	2	2	4	11	10	2
ENSG00000235750.5	chr1;chr1;chr1;chr1;chr1;chr1	175126123;175135698;175145536;175146747;175161776;175161996	175130282;175135873;175145610;175146820;175161929;175162135	-;-;-;-;-;-	4779	1314	1129	610	745	825	392	571	409
ENSG00000230687.1	chr1;chr1	175172364;175173892	175173044;175173985	-;-	775	0	0	0	0	0	0	0	0
ENSG00000233946.2	chr1	175266216	175266376	+	161	0	0	0	0	0	0	0	0
ENSG00000260990.1	chr1;chr1;chr1;chr1;chr1	175276354;175290118;175299513;175302458;175304425	175276548;175290257;175299721;175302589;175304595	+;+;+;+;+	847	0	1	0	0	0	0	0	0
ENSG00000116147.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	175284330;175293492;175299210;175304847;175306664;175323527;175324639;175325455;175328748;175331799;175332844;175334146;175335011;175336344;175348688;175355168;175360424;175362916;175365680;175372276;175375352;175497405;175625741;175712362	175292612;175293655;175299371;175304943;175306815;175323659;175324769;175325598;175328867;175331945;175332963;175334415;175335274;175336433;175348873;175355437;175360574;175363031;175365943;175372752;175375913;175497505;175625751;175712906	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12960	16	10	1	5	0	1	6	2
ENSG00000235628.1	chr1;chr1	175507911;175525727	175508312;175525954	-;-	630	0	0	0	0	0	0	0	0
ENSG00000224718.1	chr1;chr1;chr1	175846479;175847951;175849335	175846730;175849237;175849604	+;+;+	1809	0	0	0	0	0	0	0	0
ENSG00000227740.1	chr1;chr1;chr1	175873898;175877683;175889592	175874272;175877906;175889649	-;-;-	657	3	1	4	0	4	1	7	4
ENSG00000230777.1	chr1	175891111	175891281	+	171	0	0	0	0	0	0	1	1
ENSG00000143207.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	175913967;175916331;175956079;175957424;175996708;176012322;176012846;176015317;176050288;176054912;176085760;176102983;176104146;176105624;176118142;176132005;176132951;176137801;176145046;176153769;176175485;176175708	175914306;175916462;175956239;175958615;175996824;176012403;176012954;176015460;176050423;176055026;176085817;176103036;176104222;176105683;176118210;176132124;176133027;176137884;176145143;176153828;176175576;176176629	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4299	593	493	521	631	494	463	451	452
ENSG00000252906.1	chr1	175937534	175937676	-	143	0	0	0	0	0	0	0	0
ENSG00000228686.2	chr1;chr1	175986413;175987561	175986705;175987896	+;+	629	0	0	0	0	0	0	0	0
ENSG00000236021.1	chr1;chr1;chr1	176176784;176187670;176198225	176177007;176187782;176198466	+;+;+	579	4	1	1	1	1	1	2	1
ENSG00000232463.1	chr1	176200336	176200966	-	631	0	0	0	0	0	0	0	0
ENSG00000253025.1	chr1	176212998	176213165	-	168	0	0	0	0	0	0	0	0
ENSG00000227815.2	chr1;chr1;chr1	176241619;176241743;176242227	176241675;176242168;176242538	+;+;+	795	0	0	0	1	0	0	0	1
ENSG00000231020.1	chr1	176274808	176275231	-	424	0	0	0	0	0	0	0	0
ENSG00000225904.1	chr1	176336835	176337537	-	703	0	0	0	0	0	0	0	0
ENSG00000116183.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	176432307;176506439;176522624;176524543;176563660;176640106;176659273;176661262;176664874;176668236;176671743;176675495;176679119;176680971;176708762;176709116;176734802;176738743;176740103;176758945;176760483;176762696;176769197;176805771;176809309;176811516	176432554;176506485;176522873;176526377;176564731;176640251;176660340;176661454;176664995;176668725;176671871;176675586;176679312;176681117;176708897;176709332;176734973;176738920;176740316;176759113;176760618;176762805;176769268;176805938;176809407;176814735	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10924	23	17	58	32	43	13	8	15
ENSG00000237514.2	chr1	176585404	176585925	-	522	0	0	0	0	0	0	0	0
ENSG00000152092.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	176826438;176830203;176837949;176845673;176851995;176853475;176857207;176863698;176903288;176905190;176913027;176915062;176918321;176926814;176927481;176934299;176945189;176950551;176983927;176992516;176993719;176998770;176999942;177001592;177030214;177133530	176826786;176833657;176838163;176845773;176852130;176853626;176857340;176863966;176903476;176905506;176913154;176915256;176918487;176926964;176927618;176934373;176946039;176950909;176984011;176992707;176993868;176998877;177000088;177001985;177030401;177134109	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9225	1	1	1	0	1	2	2	4
ENSG00000202609.2	chr1	176998499	176998581	-	83	0	0	0	0	0	0	0	0
ENSG00000198797.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	177140633;177198937;177225055;177225917;177242624;177245334;177247699;177249548	177140868;177199281;177225245;177226520;177242729;177245570;177247921;177251558	+;+;+;+;+;+;+;+	3953	0	0	0	0	0	0	1	2
ENSG00000222749.1	chr1	177155496	177155588	-	93	0	0	0	0	0	0	0	0
ENSG00000224968.1	chr1;chr1;chr1;chr1	177320722;177325983;177332575;177335305	177320786;177326201;177332677;177335408	+;+;+;+	491	2	1	1	1	0	1	1	1
ENSG00000227579.1	chr1;chr1;chr1;chr1	177362423;177542863;177545846;177566706	177362924;177542919;177546085;177566844	-;-;-;-	938	0	0	0	0	0	0	0	0
ENSG00000266393.1	chr1	177522005	177522095	+	91	0	0	0	0	0	0	0	0
ENSG00000236720.1	chr1;chr1;chr1;chr1	177669659;177670594;177678092;177678924	177670497;177670709;177678260;177679465	+;+;+;+	1666	0	0	0	0	0	0	0	0
ENSG00000120341.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	177893091;177893368;177896701;177899680;177901625;177901833;177902349;177902619;177905433;177906349;177908837;177909745;177911035;177913694;177914467;177916960;177917525;177921049;177923414;177927267;177927975;177929477;177929926;177930725;177933306;177934182;177935028;177936818;177939019;177939325;177953341	177893283;177893458;177899064;177899778;177901704;177901941;177902447;177902771;177905501;177906648;177908912;177909849;177911175;177913801;177915666;177917077;177917779;177921130;177923511;177927554;177928110;177929538;177930077;177930869;177933414;177934302;177935140;177937174;177939050;177939348;177953438	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7377	1	2	11	7	5	8	5	10
ENSG00000254154.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	177897923;177899680;177901625;177901833;177902349;177902619;177905433;177906349;177908837;177909745;177911035;177913696;177915555;177916960;177921049;177923414;177927267;177927975;177933306;177934182;177935028;177936818;177940531;177942328;177953341;177954091;177954995;177991575;178003840;178006829;178007032	177899064;177899778;177901704;177901944;177902447;177902771;177905500;177906648;177908912;177909849;177911175;177913801;177915666;177917077;177921130;177923511;177927497;177930869;177933414;177934302;177935140;177937174;177940602;177942444;177953553;177954197;177955064;177991803;178003936;178006936;178007142	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7841	1	3	6	16	3	2	1	0
ENSG00000242193.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	177975271;177991546;177993539;177995194;177999737;178000685;178001565;178002162;178003838;178004409;178007031	177977284;177991811;177993621;177995403;177999772;178000831;178001630;178002221;178003936;178006936;178007085	-;-;-;-;-;-;-;-;-;-;-	5564	227	188	584	832	449	243	370	269
ENSG00000224687.1	chr1;chr1	178060643;178062669	178062547;178063119	-;-	2356	4	3	5	6	2	4	1	1
ENSG00000075391.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	178062864;178090096;178092191;178092854;178094462;178252699;178269127;178310606;178359235;178389646;178408557;178410684;178411810;178414653;178420706;178421551;178423582;178425610;178426818;178433413;178435055;178436469;178439828;178442210	178063829;178090222;178092317;178092950;178094636;178252826;178269253;178310743;178359341;178389755;178408710;178410782;178412364;178414797;178420850;178421787;178423783;178426034;178427679;178433547;178435257;178436556;178439858;178448644	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11818	315	333	175	486	327	90	126	72
ENSG00000270575.1	chr1;chr1	178163477;178163735	178163677;178163844	-;-	311	0	0	0	0	0	0	0	0
ENSG00000213058.3	chr1	178380751	178381107	+	357	0	1	2	0	0	3	2	2
ENSG00000260938.1	chr1	178449742	178450341	+	600	0	0	5	1	1	3	1	1
ENSG00000188585.6	chr1;chr1;chr1;chr1	178465031;178466035;178466249;178468669	178465887;178466144;178466317;178468769	-;-;-;-	1137	0	0	0	0	0	0	0	0
ENSG00000240021.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	178482212;178483162;178483835;178484994;178485728;178489507;178489652;178492437;178494506;178499256;178500667;178502092;178502860;178511022;178516229;178517411	178482386;178483320;178483903;178485050;178485809;178489571;178491784;178492566;178494603;178499312;178500914;178502206;178503020;178511113;178516298;178517734	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4035	0	0	6	3	0	1	1	0
ENSG00000213057.4	chr1;chr1;chr1;chr1	178511887;178514010;178514348;178516229	178512020;178514163;178515038;178518024	+;+;+;+	2775	6	4	3	5	6	1	4	0
ENSG00000184909.8	chr1;chr1;chr1	178511950;178514348;178516229	178512020;178515038;178517579	+;+;+	2113	0	0	0	0	0	0	0	0
ENSG00000201347.1	chr1	178530048	178530164	+	117	0	0	0	0	0	0	0	0
ENSG00000273384.1	chr1	178620841	178621417	+	577	0	0	0	1	0	1	2	3
ENSG00000266417.1	chr1	178646884	178646969	+	86	0	0	0	1	0	0	0	0
ENSG00000273062.1	chr1	178693441	178695420	-	1980	8	7	8	20	19	4	10	6
ENSG00000116191.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	178694300;178745817;178753553;178754692;178777180;178780450;178790747;178802559;178846633;178848037;178852601;178854211;178855104;178858777;178861365;178862973;178866799;178871241;178875911;178885465	178694554;178745956;178753657;178754742;178777263;178780539;178790839;178802685;178846770;178848923;178852668;178854756;178855255;178858831;178861442;178863460;178866891;178871346;178876002;178889238	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7422	1259	1092	437	779	847	179	213	177
ENSG00000228196.1	chr1	178715818	178716889	-	1072	2	1	0	1	0	0	0	0
ENSG00000201791.1	chr1	178722789	178722907	-	119	0	0	0	0	0	0	0	0
ENSG00000116194.8	chr1;chr1;chr1;chr1;chr1;chr1	178818840;178821818;178822729;178834089;178838249;178839876	178820451;178822088;178822922;178834937;178838413;178840187	-;-;-;-;-;-	3403	31	14	63	58	14	8	28	11
ENSG00000116199.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	178994939;178995031;179012850;179019414;179023664;179033062;179033440;179035935;179041048	178994993;178995233;179013359;179019500;179023773;179033233;179033631;179035994;179045697	+;+;+;+;+;+;+;+;+	6039	635	515	335	555	467	238	273	281
ENSG00000232750.2	chr1	179004444	179004787	-	344	0	0	0	0	0	0	0	0
ENSG00000186283.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	179050512;179051854;179054507;179057046;179060800;179063228;179064103;179066963	179051522;179052188;179055028;179057631;179060912;179063352;179065131;179067158	+;+;+;+;+;+;+;+	3917	1213	1020	979	889	916	919	1163	883
